202500569,04/28/2025 04:25:59 pm-04/28/2025 04:26:00 pm,"999 E STADIUM BLVD/CHAMPIONS DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202500568,04/28/2025 12:00:00 am,"801 CONLEY AVE , COLUMBIA MO,",NO NOT APPLICABLE,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202500568,04/26/2025 12:00:00 am-04/27/2025 12:00:00 am,"801 CONLEY AVE , COLUMBIA MO,",NO NOT APPLICABLE,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202500567,04/28/2025 12:00:00 am,"905 HITT ST , COLUMBIA MO,",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500567,04/27/2025 12:00:00 am-01/01/1970 12:00:00 am,"905 HITT ST , COLUMBIA MO,",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500566,04/14/2025 12:00:00 am,"1306 ROLLINS ST , COLUMBIA MO,",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202500566,04/10/2025 12:00:00 am-04/14/2025 12:00:00 am,"1306 ROLLINS ST , COLUMBIA MO,",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202500565,04/26/2025 12:00:00 am,"601 S COLLEGE AVE , COLUMBIA MO,",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202500565,04/26/2025 12:00:00 am-01/01/1970 12:00:00 am,"601 S COLLEGE AVE , COLUMBIA MO,",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202500564,04/27/2025 03:38:00 pm,"1024 ASHLAND RD , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500564,04/27/2025 03:37:59 pm-04/27/2025 03:38:00 pm,"1024 ASHLAND RD , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500563,04/27/2025 08:15:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202500563,04/27/2025 08:15:00 am-04/27/2025 08:15:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202500563,04/27/2025 08:15:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202500563,04/27/2025 08:15:00 am-04/27/2025 08:15:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202500562,04/27/2025 04:35:00 am,"699 TIGER AVE/TURNER AVE , COLUMBIA MO, 65201",NO,RESISTING ARREST BY FLEEING,LARCENY - OTHER,CLEARED BY ARREST
202500562,04/27/2025 04:34:59 am-04/27/2025 04:35:00 am,"699 TIGER AVE/TURNER AVE , COLUMBIA MO, 65201",NO,RESISTING ARREST BY FLEEING,LARCENY - OTHER,CLEARED BY ARREST
202500562,04/27/2025 04:35:00 am,"699 TIGER AVE/TURNER AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202500562,04/27/2025 04:34:59 am-04/27/2025 04:35:00 am,"699 TIGER AVE/TURNER AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202500561,04/27/2025 01:06:00 am,"904 N COLLEGE AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202500561,04/27/2025 01:05:59 am-04/27/2025 01:06:00 am,"904 N COLLEGE AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202500560,04/27/2025 05:35:29 am,"199 S SEVENTH ST/LOCUST ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202500560,04/27/2025 05:35:28 am-04/27/2025 05:35:29 am,"199 S SEVENTH ST/LOCUST ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202500559,04/25/2025 10:05:00 pm,"499 S COLLEGE AVE/UNIVERSITY AVE , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,DWI,CLEARED BY ARREST
202500559,04/25/2025 09:57:00 pm-04/25/2025 10:05:00 pm,"499 S COLLEGE AVE/UNIVERSITY AVE , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,DWI,CLEARED BY ARREST
202500559,04/25/2025 10:05:00 pm,"499 S COLLEGE AVE/UNIVERSITY AVE , COLUMBIA MO, 65201",NO,DWI,DWI,CLEARED BY ARREST
202500559,04/25/2025 09:57:00 pm-04/25/2025 10:05:00 pm,"499 S COLLEGE AVE/UNIVERSITY AVE , COLUMBIA MO, 65201",NO,DWI,DWI,CLEARED BY ARREST
202500558,04/26/2025 05:26:49 am,"999 E STADIUM BLVD/CHAMPIONS DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202500558,04/26/2025 05:26:48 am-04/26/2025 05:26:49 am,"999 E STADIUM BLVD/CHAMPIONS DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202500557,04/25/2025 07:41:00 pm,"502 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY)
202500557,04/21/2025 07:40:59 pm-04/25/2025 07:41:00 pm,"502 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY)
202500556,04/25/2025 12:06:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202500556,04/25/2025 11:50:00 am-04/25/2025 11:58:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202500555,04/25/2025 11:01:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500555,04/22/2025 05:00:00 pm-04/23/2025 04:00:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500554,04/25/2025 08:28:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500554,04/24/2025 01:00:00 pm-04/24/2025 05:00:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500553,04/25/2025 05:35:00 am,"MICK DEAVER DR/S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202500553,04/25/2025 05:34:59 am-04/25/2025 05:35:00 am,"MICK DEAVER DR/S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202500552,04/25/2025 04:49:00 am,"809 S PROVIDENCE RD , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202500552,04/25/2025 03:44:00 am-04/25/2025 03:44:00 am,"809 S PROVIDENCE RD , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202500551,04/25/2025 04:09:26 am,"502 KENTUCKY BLVD , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202500551,04/25/2025 04:09:25 am-04/25/2025 04:09:26 am,"502 KENTUCKY BLVD , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202500550,04/24/2025 07:33:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202500550,04/24/2025 06:40:00 pm-04/24/2025 06:55:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202500549,04/24/2025 05:02:00 pm,"700 EAST STADIUM BLVD , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500549,04/24/2025 04:50:00 pm-04/24/2025 04:51:00 pm,"700 EAST STADIUM BLVD , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500548,04/24/2025 05:05:00 pm,"KENTUCKY BLVD/TIGER AVE , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202500548,04/24/2025 05:04:59 pm-04/24/2025 05:05:00 pm,"KENTUCKY BLVD/TIGER AVE , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202500547,04/24/2025 03:23:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202500547,04/24/2025 02:20:59 pm-04/24/2025 03:21:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202500546,04/24/2025 10:45:15 am,"900 EAST STADIUM , COLUMBIA MO, 65201",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202500546,04/24/2025 10:45:14 am-04/24/2025 10:45:15 am,"900 EAST STADIUM , COLUMBIA MO, 65201",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202500545,04/24/2025 09:25:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,UNFOUNDED
202500545,04/24/2025 08:30:00 am-04/24/2025 09:00:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,UNFOUNDED
202500544,04/23/2025 05:44:00 pm,"1199 S COLLEGE AVE/E STADIUM BLVD , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202500544,04/23/2025 05:43:59 pm-04/23/2025 05:44:00 pm,"1199 S COLLEGE AVE/E STADIUM BLVD , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202500543,04/23/2025 12:45:00 am,"900 UNIVERSITY AVE/S NINTH ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202500543,04/23/2025 12:42:00 am-04/23/2025 12:44:00 am,"900 UNIVERSITY AVE/S NINTH ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202500543,04/23/2025 12:45:00 am,"900 UNIVERSITY AVE/S NINTH ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202500543,04/23/2025 12:42:00 am-04/23/2025 12:44:00 am,"900 UNIVERSITY AVE/S NINTH ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202500542,04/23/2025 12:29:00 am,"799 LOCUST ST/S EIGHTH ST , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202500542,04/23/2025 12:28:59 am-04/23/2025 12:29:00 am,"799 LOCUST ST/S EIGHTH ST , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202500541,04/22/2025 11:58:00 pm,"799 LOCUST ST/S EIGHTH ST , COLUMBIA MO, 65201",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202500541,04/22/2025 11:57:59 pm-04/22/2025 11:58:00 pm,"799 LOCUST ST/S EIGHTH ST , COLUMBIA MO, 65201",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202500540,04/23/2025 12:19:00 am,"799 LOCUST ST/S EIGHTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202500540,04/23/2025 12:18:59 am-04/23/2025 12:19:00 am,"799 LOCUST ST/S EIGHTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202500539,04/22/2025 04:41:00 pm,"711 S COLLEGE AVE/BOUCHELLE AVE , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202500539,04/22/2025 04:31:00 pm-04/22/2025 04:31:00 pm,"711 S COLLEGE AVE/BOUCHELLE AVE , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202500538,04/22/2025 01:36:00 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO,SUSPICIOUS PERSON / INCIDENT,SUSPICIOUS PERSON / INCIDENT,EXCEPTIONALLY CLEARED
202500538,04/22/2025 01:00:00 am-04/22/2025 01:00:00 am,"906 VIRGINIA AVE , COLUMBIA MO, 65201",NO,SUSPICIOUS PERSON / INCIDENT,SUSPICIOUS PERSON / INCIDENT,EXCEPTIONALLY CLEARED
202500537,04/22/2025 02:13:00 pm,"299 S NINTH ST/ELM ST , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202500537,04/19/2025 10:45:00 pm-04/20/2025 12:22:00 am,"299 S NINTH ST/ELM ST , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202500536,04/22/2025 12:38:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,STATUTORY RAPE,STATUTORY RAPE,ACTIVE
202500536,10/01/2024 12:00:00 am-04/22/2025 12:38:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,STATUTORY RAPE,STATUTORY RAPE,ACTIVE
202500535,04/22/2025 11:36:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202500535,04/18/2025 11:59:00 am-04/20/2025 12:51:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202500534,04/22/2025 10:44:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202500534,04/18/2025 12:00:00 am-04/22/2025 10:44:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202500533,04/22/2025 08:51:00 am,"7115 E ST CHARLES RD , COLUMBIA MO, 65202",NO NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202500533,04/22/2025 08:51:00 am-04/22/2025 08:51:00 am,"7115 E ST CHARLES RD , COLUMBIA MO, 65202",NO NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202500532,04/21/2025 10:34:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202500532,04/21/2025 10:33:59 pm-04/21/2025 10:34:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202500531,04/21/2025 11:23:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202500531,04/21/2025 11:22:59 pm-04/21/2025 11:23:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202500530,04/21/2025 08:15:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202500530,04/21/2025 08:15:00 pm-04/21/2025 08:15:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202500529,04/21/2025 05:28:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202500529,04/21/2025 05:10:00 pm-04/21/2025 05:10:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202500528,04/21/2025 01:39:26 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202500528,04/21/2025 01:39:25 pm-04/21/2025 01:39:26 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202500527,04/21/2025 01:15:00 am,"309 HITT STREET , COLUMBIA MO, 65201",NO,DWI,DWI,CLEARED BY ARREST
202500527,04/21/2025 01:15:00 am-04/21/2025 01:15:00 am,"309 HITT STREET , COLUMBIA MO, 65201",NO,DWI,DWI,CLEARED BY ARREST
202500526,04/20/2025 06:24:00 pm,"530 HITT ST , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202500526,04/20/2025 06:23:59 pm-04/20/2025 06:24:00 pm,"530 HITT ST , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202500525,04/20/2025 01:23:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202500525,04/20/2025 01:23:00 am-04/20/2025 01:23:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202500524,04/19/2025 08:57:00 am,"805 ROLLINS ST , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500524,04/19/2025 08:56:59 am-04/19/2025 08:57:00 am,"805 ROLLINS ST , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500523,04/19/2025 03:47:00 am,"309 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,DWI,DWI,CLEARED BY ARREST
202500523,04/19/2025 03:46:59 am-04/19/2025 03:47:00 am,"309 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,DWI,DWI,CLEARED BY ARREST
202500522,04/19/2025 02:20:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202500522,04/19/2025 02:19:59 am-04/19/2025 02:20:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202500522,04/19/2025 02:20:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202500522,04/19/2025 02:19:59 am-04/19/2025 02:20:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202500521,04/18/2025 09:49:00 pm,"903 HITT ST , COLUMBIA MO, 65201",NO,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY)
202500521,04/18/2025 09:20:00 pm-04/18/2025 09:49:00 pm,"903 HITT ST , COLUMBIA MO, 65201",NO,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY)
202500520,04/18/2025 08:55:00 pm,"904 S COLLEGE AVE , COLUMBIA MO, 65201",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202500520,04/18/2025 08:54:59 pm-04/18/2025 08:55:00 pm,"904 S COLLEGE AVE , COLUMBIA MO, 65201",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202500519,04/18/2025 07:02:00 pm,"801 CONLEY AVE , COLUMBIA MO, 65201",NO,MEDICAL EMERGENCY,MEDICAL EMERGENCY,CLOSED
202500519,04/18/2025 07:01:59 pm-04/18/2025 07:02:00 pm,"801 CONLEY AVE , COLUMBIA MO, 65201",NO,MEDICAL EMERGENCY,MEDICAL EMERGENCY,CLOSED
202500518,04/18/2025 04:22:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202500518,03/18/2025 03:45:00 pm-03/18/2025 03:45:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202500517,04/18/2025 01:41:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202500517,04/16/2025 12:00:00 am-04/16/2025 12:00:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202500516,04/18/2025 07:03:00 am,"801 JESSE HALL , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500516,04/17/2025 05:30:00 pm-04/18/2025 07:03:00 am,"801 JESSE HALL , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202500515,04/18/2025 12:35:00 am,"525 ELM ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - NARCOTIC,DRUG - NARCOTIC,INACTIVE (MUPD ONLY)
202500515,04/18/2025 12:34:59 am-04/18/2025 12:35:00 am,"525 ELM ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - NARCOTIC,DRUG - NARCOTIC,INACTIVE (MUPD ONLY)
202500514,04/18/2025 02:08:00 am,"599 LOCUST ST/S SIXTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,DWI,DWI,CLEARED BY ARREST
202500514,04/18/2025 02:07:59 am-04/18/2025 02:08:00 am,"599 LOCUST ST/S SIXTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,DWI,DWI,CLEARED BY ARREST
202500514,04/18/2025 02:08:00 am,"599 LOCUST ST/S SIXTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,WARRANT ARREST,DWI,CLEARED BY ARREST
202500514,04/18/2025 02:07:59 am-04/18/2025 02:08:00 am,"599 LOCUST ST/S SIXTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,WARRANT ARREST,DWI,CLEARED BY ARREST
202500513,04/18/2025 01:21:00 am,"600 TIGER AVE/CONLEY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,EXCEPTIONALLY CLEARED
202500513,04/18/2025 01:20:59 am-04/18/2025 01:21:00 am,"600 TIGER AVE/CONLEY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,EXCEPTIONALLY CLEARED
202500513,04/18/2025 01:21:00 am,"600 TIGER AVE/CONLEY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,FORGERY,FORGERY,EXCEPTIONALLY CLEARED
202500513,04/18/2025 01:20:59 am-04/18/2025 01:21:00 am,"600 TIGER AVE/CONLEY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,FORGERY,FORGERY,EXCEPTIONALLY CLEARED
202500512,04/12/2025 02:40:00 pm,"601 TURNER AVE , COLUMBIA MO, 65201",NO,TRESPASS,TRESPASS,CLEARED BY ARREST
202500512,04/12/2025 02:40:00 pm-04/12/2025 02:40:00 pm,"601 TURNER AVE , COLUMBIA MO, 65201",NO,TRESPASS,TRESPASS,CLEARED BY ARREST
202500511,04/17/2025 04:59:00 pm,"601 TURNER AVE , COLUMBIA MO, 65201",NO,TRESPASS,TRESPASS,CLEARED BY ARREST
202500511,04/17/2025 04:58:59 pm-04/17/2025 04:59:00 pm,"601 TURNER AVE , COLUMBIA MO, 65201",NO,TRESPASS,TRESPASS,CLEARED BY ARREST
202500510,04/17/2025 12:27:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202500510,04/17/2025 12:00:00 pm-04/17/2025 12:27:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202500509,04/17/2025 11:24:00 am,"399 S EIGHTH ST , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202500509,04/17/2025 11:23:59 am-04/17/2025 11:24:00 am,"399 S EIGHTH ST , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202500508,04/16/2025 01:43:00 pm,"1 UNIVERSITY HOSPITAL , COLUMBIA MO, 65201",NO,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202500508,04/16/2025 01:43:00 pm-04/16/2025 01:43:00 pm,"1 UNIVERSITY HOSPITAL , COLUMBIA MO, 65201",NO,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202500507,04/16/2025 11:37:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202500507,04/15/2025 03:12:00 pm-04/15/2025 03:12:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202500506,04/16/2025 11:39:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
